NoteNumber,EmployeeNumber,LocationType,LocationCode,GrossPay,Deductions,NetPay,ActualGrossPay,,Servicetype,EmployeeType,ServiceStatus,CentreCode,TotalPaidDays,,,,,,,,
200001-EPC-20070212-00003,49166,1,15008,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49167,1,15008,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49168,1,15012,103,10,93,103,,2,1,4,15,1.9,,,,,,,,
200001-EPC-20070212-00003,49171,1,15008,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49172,1,15008,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49173,1,15003,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49176,1,15008,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49177,1,15008,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49178,1,15005,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49179,1,15005,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49180,1,15008,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49181,1,15008,76,8,68,76,,2,1,4,15,1.4,,,,,,,,
200001-EPC-20070212-00003,49182,1,15008,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49184,1,15008,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,49185,1,15014,49,5,44,49,,2,1,4,15,0.9,,,,,,,,
200001-EPC-20070212-00003,49186,1,15008,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49188,1,15008,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49197,1,15009,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,49200,1,15009,97,10,87,97,,2,1,4,15,1.8,,,,,,,,
200001-EPC-20070212-00003,49201,1,15009,97,10,87,97,,2,1,4,15,1.8,,,,,,,,
200001-EPC-20070212-00003,49202,1,15009,81,8,73,81,,2,1,4,15,1.5,,,,,,,,
200001-EPC-20070212-00003,49203,1,15009,130,13,117,130,,2,1,4,15,2.4,,,,,,,,
200001-EPC-20070212-00003,49204,1,15009,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,49205,1,15009,109,11,98,109,,2,1,4,15,2,,,,,,,,
200001-EPC-20070212-00003,49206,1,15009,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49207,1,15009,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49208,1,15009,147,15,132,147,,2,1,4,15,2.7,,,,,,,,
200001-EPC-20070212-00003,49210,1,15009,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49211,1,15009,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49214,1,15009,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49219,1,15009,152,15,137,152,,2,1,4,15,2.8,,,,,,,,
200001-EPC-20070212-00003,49221,1,15009,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49222,1,15009,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49225,1,15009,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49226,1,15009,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,49228,1,15009,54,5,49,54,,2,1,4,15,1,,,,,,,,
200001-EPC-20070212-00003,49229,1,15009,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,49230,1,15009,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49231,1,15009,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49232,1,15009,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49234,1,15009,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49236,1,15012,87,9,78,87,,2,1,4,15,1.6,,,,,,,,
200001-EPC-20070212-00003,49237,1,15012,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49238,1,15012,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49239,1,15012,66,7,59,66,,2,1,4,15,1.2,,,,,,,,
200001-EPC-20070212-00003,49240,1,15012,109,11,98,109,,2,1,4,15,2,,,,,,,,
200001-EPC-20070212-00003,49242,1,15012,97,10,87,97,,2,1,4,15,1.8,,,,,,,,
200001-EPC-20070212-00003,49245,1,15012,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49247,1,15012,38,4,34,38,,2,1,4,15,0.7,,,,,,,,
200001-EPC-20070212-00003,49248,1,15012,124,12,112,124,,2,1,4,15,2.3,,,,,,,,
200001-EPC-20070212-00003,49249,1,15012,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49250,1,15012,147,15,132,147,,2,1,4,15,2.7,,,,,,,,
200001-EPC-20070212-00003,49251,1,15012,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,49252,1,15012,141,14,127,141,,2,1,4,15,2.6,,,,,,,,
200001-EPC-20070212-00003,49255,1,15003,114,11,103,114,,2,1,4,15,2.1,,,,,,,,
200001-EPC-20070212-00003,49259,1,15012,201,20,181,201,,2,1,4,15,3.7,,,,,,,,
200001-EPC-20070212-00003,49260,1,15012,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,49261,1,15012,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,49262,1,15012,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49263,1,15012,163,16,147,163,,2,1,4,15,3,,,,,,,,
200001-EPC-20070212-00003,49265,1,15012,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,49268,1,15012,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49269,1,15012,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49270,1,15012,147,15,132,147,,2,1,4,15,2.7,,,,,,,,
200001-EPC-20070212-00003,49271,1,15012,103,10,93,103,,2,1,4,15,1.9,,,,,,,,
200001-EPC-20070212-00003,49272,1,15012,120,12,108,120,,2,1,4,15,2.2,,,,,,,,
200001-EPC-20070212-00003,49274,1,15012,141,14,127,141,,2,1,4,15,2.6,,,,,,,,
200001-EPC-20070212-00003,49276,1,15012,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,49277,1,15012,97,10,87,97,,2,1,4,15,1.8,,,,,,,,
200001-EPC-20070212-00003,49278,1,15012,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49279,1,15012,124,12,112,124,,2,1,4,15,2.3,,,,,,,,
200001-EPC-20070212-00003,49281,1,15012,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49282,1,15012,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49283,1,15012,402,40,362,402,,2,1,4,15,7.4,,,,,,,,
200001-EPC-20070212-00003,49284,1,15012,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,49286,1,15012,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,49288,1,15012,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49289,1,15012,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,49290,1,15012,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49291,1,15012,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,49292,1,15012,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49294,1,15012,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,49295,1,15012,66,7,59,66,,2,1,4,15,1.2,,,,,,,,
200001-EPC-20070212-00003,49298,1,15012,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49299,1,15012,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49300,1,15012,477,48,429,477,,2,1,4,15,8,,,,,,,,
200001-EPC-20070212-00003,49301,1,15012,266,27,239,266,,2,1,4,15,4.9,,,,,,,,
200001-EPC-20070212-00003,49303,1,15012,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,49306,1,15012,114,11,103,114,,2,1,4,15,2.1,,,,,,,,
200001-EPC-20070212-00003,49307,1,15012,152,15,137,152,,2,1,4,15,2.8,,,,,,,,
200001-EPC-20070212-00003,49308,1,15012,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49309,1,15008,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49310,1,15012,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49311,1,15012,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49312,1,15012,124,12,112,124,,2,1,4,15,2.3,,,,,,,,
200001-EPC-20070212-00003,49313,1,15012,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49316,1,15003,130,13,117,130,,2,1,4,15,2.4,,,,,,,,
200001-EPC-20070212-00003,49317,1,15014,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,49318,1,15014,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,49321,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49323,1,15014,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,49324,1,15014,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49325,1,15005,147,15,132,147,,2,1,4,15,2.7,,,,,,,,
200001-EPC-20070212-00003,49326,1,15014,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49327,1,15012,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49328,1,15014,49,5,44,49,,2,1,4,15,0.9,,,,,,,,
200001-EPC-20070212-00003,49330,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49332,1,15014,201,20,181,201,,2,1,4,15,3.7,,,,,,,,
200001-EPC-20070212-00003,49333,1,15014,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49334,1,15014,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,49335,1,15014,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,49336,1,15003,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49337,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49338,1,15014,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49339,1,15014,120,12,108,120,,2,1,4,15,2.2,,,,,,,,
200001-EPC-20070212-00003,49340,1,15014,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,49341,1,15003,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49343,1,15014,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49344,1,15014,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49345,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49346,1,15014,38,4,34,38,,2,1,4,15,0.7,,,,,,,,
200001-EPC-20070212-00003,49347,1,15014,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,49348,1,15014,114,11,103,114,,2,1,4,15,2.1,,,,,,,,
200001-EPC-20070212-00003,49349,1,15014,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49350,1,15014,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49351,1,15014,147,15,132,147,,2,1,4,15,2.7,,,,,,,,
200001-EPC-20070212-00003,49352,1,15014,152,15,137,152,,2,1,4,15,2.8,,,,,,,,
200001-EPC-20070212-00003,49353,1,15014,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,49356,1,15014,76,8,68,76,,2,1,4,15,1.4,,,,,,,,
200001-EPC-20070212-00003,49357,1,15014,54,5,49,54,,2,1,4,15,1,,,,,,,,
200001-EPC-20070212-00003,49358,1,15014,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,49359,1,15009,141,14,127,141,,2,1,4,15,2.6,,,,,,,,
200001-EPC-20070212-00003,49360,1,15012,163,16,147,163,,2,1,4,15,3,,,,,,,,
200001-EPC-20070212-00003,49362,1,15014,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,49364,1,15014,87,9,78,87,,2,1,4,15,1.6,,,,,,,,
200001-EPC-20070212-00003,49366,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49367,1,15014,130,13,117,130,,2,1,4,15,2.4,,,,,,,,
200001-EPC-20070212-00003,49368,1,15014,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49369,1,15014,152,15,137,152,,2,1,4,15,2.8,,,,,,,,
200001-EPC-20070212-00003,49370,1,15014,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,49371,1,15009,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49372,1,15014,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49373,1,15014,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49374,1,15014,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49375,1,15014,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49376,1,15003,141,14,127,141,,2,1,4,15,2.6,,,,,,,,
200001-EPC-20070212-00003,49377,1,15014,93,9,84,93,,2,1,4,15,1.7,,,,,,,,
200001-EPC-20070212-00003,49378,1,15014,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,49380,1,15014,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49381,1,15014,70,7,63,70,,2,1,4,15,1.3,,,,,,,,
200001-EPC-20070212-00003,49382,1,15014,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49383,1,15014,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49385,1,15014,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49386,1,15014,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49387,1,15014,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49388,1,15014,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49389,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49391,1,15007,250,25,225,250,,2,1,4,15,4.6,,,,,,,,
200001-EPC-20070212-00003,49392,1,15014,38,4,34,38,,2,1,4,15,0.7,,,,,,,,
200001-EPC-20070212-00003,49396,1,15014,147,15,132,147,,2,1,4,15,2.7,,,,,,,,
200001-EPC-20070212-00003,49398,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49399,1,15014,70,7,63,70,,2,1,4,15,1.3,,,,,,,,
200001-EPC-20070212-00003,49400,1,15014,136,14,122,136,,2,1,4,15,2.5,,,,,,,,
200001-EPC-20070212-00003,49401,1,15003,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49402,1,15014,124,12,112,124,,2,1,4,15,2.3,,,,,,,,
200001-EPC-20070212-00003,49405,1,15014,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49407,1,15007,81,8,73,81,,2,1,4,15,1.5,,,,,,,,
200001-EPC-20070212-00003,49409,1,15014,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49410,1,15014,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,49411,1,15014,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49412,1,15014,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,49414,1,15014,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,49415,1,15014,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49416,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49417,1,15014,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,49419,1,15007,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49420,1,15014,201,20,181,201,,2,1,4,15,3.7,,,,,,,,
200001-EPC-20070212-00003,49422,1,15014,97,10,87,97,,2,1,4,15,1.8,,,,,,,,
200001-EPC-20070212-00003,49423,1,15014,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,49424,1,15014,109,11,98,109,,2,1,4,15,2,,,,,,,,
200001-EPC-20070212-00003,49428,1,15014,233,23,210,233,,2,1,4,15,4.3,,,,,,,,
200001-EPC-20070212-00003,49429,1,15014,33,3,30,33,,2,1,4,15,0.6,,,,,,,,
200001-EPC-20070212-00003,49431,1,15007,233,23,210,233,,2,1,4,15,4.3,,,,,,,,
200001-EPC-20070212-00003,49432,1,15014,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49434,1,15014,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,49435,1,15014,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,49437,1,15014,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,49438,1,15014,114,11,103,114,,2,1,4,15,2.1,,,,,,,,
200001-EPC-20070212-00003,49440,1,15014,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,49441,1,15014,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,49442,1,15012,141,14,127,141,,2,1,4,15,2.6,,,,,,,,
200001-EPC-20070212-00003,53711,1,15004,109,11,98,109,,2,1,4,15,2,,,,,,,,
200001-EPC-20070212-00003,53712,1,15004,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,53714,1,15004,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,53715,1,15004,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,53716,1,15004,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,53720,1,15004,38,4,34,38,,2,1,4,15,0.7,,,,,,,,
200001-EPC-20070212-00003,53721,1,15007,239,24,215,239,,2,1,4,15,4.4,,,,,,,,
200001-EPC-20070212-00003,53722,1,15004,233,23,210,233,,2,1,4,15,4.3,,,,,,,,
200001-EPC-20070212-00003,53725,1,15005,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,53726,1,15008,76,8,68,76,,2,1,4,15,1.4,,,,,,,,
200001-EPC-20070212-00003,53727,1,15004,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,53728,1,15004,201,20,181,201,,2,1,4,15,3.7,,,,,,,,
200001-EPC-20070212-00003,53729,1,15004,163,16,147,163,,2,1,4,15,3,,,,,,,,
200001-EPC-20070212-00003,53730,1,15004,81,8,73,81,,2,1,4,15,1.5,,,,,,,,
200001-EPC-20070212-00003,53732,1,15012,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,53733,1,15004,70,7,63,70,,2,1,4,15,1.3,,,,,,,,
200001-EPC-20070212-00003,53734,1,15007,70,7,63,70,,2,1,4,15,1.3,,,,,,,,
200001-EPC-20070212-00003,53736,1,15009,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,53737,1,15012,70,7,63,70,,2,1,4,15,1.3,,,,,,,,
200001-EPC-20070212-00003,53739,1,15004,201,20,181,201,,2,1,4,15,3.7,,,,,,,,
200001-EPC-20070212-00003,53740,1,15007,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,53741,1,15007,147,15,132,147,,2,1,4,15,2.7,,,,,,,,
200001-EPC-20070212-00003,53743,1,15004,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,53744,1,15004,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,53745,1,15009,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,53749,1,15003,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,53750,1,15004,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,53751,1,15004,239,24,215,239,,2,1,4,15,4.4,,,,,,,,
200001-EPC-20070212-00003,53754,1,15004,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,53757,1,15008,201,20,181,201,,2,1,4,15,3.7,,,,,,,,
200001-EPC-20070212-00003,53758,1,15007,97,10,87,97,,2,1,4,15,1.8,,,,,,,,
200001-EPC-20070212-00003,53760,1,15008,212,21,191,212,,2,1,4,15,3.9,,,,,,,,
200001-EPC-20070212-00003,53761,1,15004,147,15,132,147,,2,1,4,15,2.7,,,,,,,,
200001-EPC-20070212-00003,53762,1,15004,54,5,49,54,,2,1,4,15,1,,,,,,,,
200001-EPC-20070212-00003,53764,1,15004,141,14,127,141,,2,1,4,15,2.6,,,,,,,,
200001-EPC-20070212-00003,53766,1,15004,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,53767,1,15004,239,24,215,239,,2,1,4,15,4.4,,,,,,,,
200001-EPC-20070212-00003,53768,1,15003,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,53769,1,15004,130,13,117,130,,2,1,4,15,2.4,,,,,,,,
200001-EPC-20070212-00003,53771,1,15004,228,23,205,228,,2,1,4,15,4.2,,,,,,,,
200001-EPC-20070212-00003,53775,1,15004,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,53776,1,15004,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,53777,1,15004,260,26,234,260,,2,1,4,15,4.8,,,,,,,,
200001-EPC-20070212-00003,53780,1,15007,256,26,230,256,,2,1,4,15,4.7,,,,,,,,
200001-EPC-20070212-00003,53781,1,15004,169,17,152,169,,2,1,4,15,3.1,,,,,,,,
200001-EPC-20070212-00003,53785,1,15007,70,7,63,70,,2,1,4,15,1.3,,,,,,,,
200001-EPC-20070212-00003,53790,1,15003,141,14,127,141,,2,1,4,15,2.6,,,,,,,,
200001-EPC-20070212-00003,61090,1,15003,174,17,157,174,,2,1,4,15,3.2,,,,,,,,
200001-EPC-20070212-00003,61091,1,15003,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,61092,1,15004,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,61093,1,15009,141,14,127,141,,2,1,4,15,2.6,,,,,,,,
200001-EPC-20070212-00003,61094,1,15004,163,16,147,163,,2,1,4,15,3,,,,,,,,
200001-EPC-20070212-00003,61095,1,15007,124,12,112,124,,2,1,4,15,2.3,,,,,,,,
200001-EPC-20070212-00003,61096,1,15004,206,21,185,206,,2,1,4,15,3.8,,,,,,,,
200001-EPC-20070212-00003,61097,1,15007,130,13,117,130,,2,1,4,15,2.4,,,,,,,,
200001-EPC-20070212-00003,61098,1,15007,130,13,117,130,,2,1,4,15,2.4,,,,,,,,
200001-EPC-20070212-00003,61099,1,15007,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,61100,1,15007,256,26,230,256,,2,1,4,15,4.7,,,,,,,,
200001-EPC-20070212-00003,61101,1,15004,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,61102,1,15004,217,22,195,217,,2,1,4,15,4,,,,,,,,
200001-EPC-20070212-00003,61103,1,15004,233,23,210,233,,2,1,4,15,4.3,,,,,,,,
200001-EPC-20070212-00003,61104,1,15004,223,22,201,223,,2,1,4,15,4.1,,,,,,,,
200001-EPC-20070212-00003,61105,1,15005,152,15,137,152,,2,1,4,15,2.8,,,,,,,,
200001-EPC-20070212-00003,61106,1,15005,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,61107,1,15005,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,61108,1,15008,179,18,161,179,,2,1,4,15,3.3,,,,,,,,
200001-EPC-20070212-00003,61110,1,15005,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,61112,1,15005,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,61113,1,15005,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,61114,1,15005,114,11,103,114,,2,1,4,15,2.1,,,,,,,,
200001-EPC-20070212-00003,61115,1,15005,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,61116,1,15005,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,61118,1,15005,97,10,87,97,,2,1,4,15,1.8,,,,,,,,
200001-EPC-20070212-00003,61119,1,15005,157,16,141,157,,2,1,4,15,2.9,,,,,,,,
200001-EPC-20070212-00003,61120,1,15005,124,12,112,124,,2,1,4,15,2.3,,,,,,,,
200001-EPC-20070212-00003,61122,1,15005,124,12,112,124,,2,1,4,15,2.3,,,,,,,,
200001-EPC-20070212-00003,61123,1,15005,81,8,73,81,,2,1,4,15,1.5,,,,,,,,
200001-EPC-20070212-00003,61125,1,15005,201,20,181,201,,2,1,4,15,3.7,,,,,,,,
200001-EPC-20070212-00003,61128,1,15005,190,19,171,190,,2,1,4,15,3.5,,,,,,,,
200001-EPC-20070212-00003,61129,1,15005,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
200001-EPC-20070212-00003,61130,1,15005,184,18,166,184,,2,1,4,15,3.4,,,,,,,,
200001-EPC-20070212-00003,61131,1,15005,196,20,176,196,,2,1,4,15,3.6,,,,,,,,
